Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Arts Graphiques & Illustration, Illustration jeunesse / BD/ Illustration jeunesse / BD/ Illustration jeunesse / BD/ Illustration jeunesse / BD/Concept Art & 3D/Concept Art & 3D/Concept Art & 3D/Concept Art & 3D/Storyboard & Animation 2D/Storyboard & Animation 2D/Storyboard & Animation 2D/Storyboard & Animation 2D/,Fall,BAC,"Lille, Strasbourg",6540,4,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Arts Graphiques & Illustration, Illustration jeunesse / BD/ Illustration jeunesse / BD/ Illustration jeunesse / BD/ Illustration jeunesse / BD/Concept Art & 3D/Concept Art & 3D/Concept Art & 3D/Concept Art & 3D/Storyboard & Animation 2D/Storyboard & Animation 2D/Storyboard & Animation 2D/Storyboard & Animation 2D/,Fall,BAC,"Aix-en-Provence, Bordeaux, Caen, Montpellier, Nantes, Nice, Rennes, Toulouse, Tours",6400,4,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Arts Graphiques & Illustration, Illustration jeunesse / BD/ Illustration jeunesse / BD/ Illustration jeunesse / BD/ Illustration jeunesse / BD/Concept Art & 3D/Concept Art & 3D/Concept Art & 3D/Concept Art & 3D/Storyboard & Animation 2D/Storyboard & Animation 2D/Storyboard & Animation 2D/Storyboard & Animation 2D/,Fall,BAC,Grenoble,6300,4,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Animation 3D & Immersion,Animation & Rigg/Animation & Rigg/Modélisation & Look Development/Modélisation & Look Development/FX / Compositing VFX for game/FX / Compositing VFX for game/,Fall,BAC,"Aix-en-Provence, Bordeaux, Caen, Montpellier, Nantes, Nice, Rennes, Toulouse, Tours",6400,5,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Animation 3D & Immersion,Animation & Rigg/Animation & Rigg/Modélisation & Look Development/Modélisation & Look Development/FX / Compositing VFX for game/FX / Compositing VFX for game/,Fall,BAC,Grenoble,6300,5,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Design & Jeux Vidéo,,Fall,BAC,Paris,8800,4,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Design & Jeux Vidéo,,Fall,BAC,Lyon,8490,4,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Design & Jeux Vidéo,,Fall,BAC,"Aix-en-Provence, Bordeaux, Lille, Montpellier, Toulouse",7490,4,French,,,,,,,,,,,
,Brassart - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Design & Jeux Vidéo,,Fall,BAC,Nice,7360,4,French,,,,,,,,,,,
Spring or Fall 2026,Brest Business School,Business School  📈,Grande Ecole 👑,Bachelor in Management, E-business / International business /Transition environnementale /Management du sport/,"Fall, Spring",BAC,Brest,9900,3,Both,,,,,,,,,,,
Spring or Fall 2026,Brest Business School,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),International Business/Audit Expertise/ Contrôle de Gestion/Contrôle de Gestion/Data Analyst /Supply Chain Management/Ingénieur d’Affaires /Marketing & Digital/Gestion des Ressources Humaines /,"Fall, Spring",BAC+3,Brest,13500,2,Both,,,,,,,,,,,
Spring 2026,Brest Business School,Business School  📈,Grande Ecole 👑,MSc in International Business,,"Fall, Spring",BAC+3,Brest,13900,1.5,English,,,,,,,,,,,
Spring 2026,Brest Business School,Business School  📈,Grande Ecole 👑,Mastère Spécialisé® (MS) Manager de la Supply Chain,,"Fall, Spring",BAC+5,Online,12500,1,French,,,,,,,,,,,
Spring 2026,Brest Business School,Business School  📈,Grande Ecole 👑,Mastère Spécialisé® (MS) Contrôle de Gestion et Pilotage de la Performance,,"Fall, Spring",BAC+5,Online,12500,1,French,,,,,,,,,,,
Spring 2026,Brest Business School,Business School  📈,Grande Ecole 👑,Mastère Spécialisé® (MS) Gestion Patrimoniale et Financière,,"Fall, Spring",BAC+5,Online,12500,1,French,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Bachelor in Management,Digital Management/Marketing du Luxe & Premiumisation/Business Development/Finance/,Spring,BAC,"Dijon, Lyon",9500,3,French,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Bachelor in Management,International Business Management/Digital Management (Both)/Marketing du Luxe & Premiumisation/Business Development (Fr)/Wine Tourism/Finance (Fr)/Data & Web (En)/International Sustainable Management (En)/,Fall,BAC,Dijon,9500,3,Both,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,"Bachelor Media, Culture & Communication",,Fall,BAC,Lyon,8500,3,French,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"All Masters of Science are available /MS en Management des Entreprises Culturelles et Industries Créatives /MS en Commerce International des Vins & Spiritueux /Marketing & Communication/Audit, Expertise, Conseil/Banque & ingénérie financière/Entrepreneuriat & Management des PME/International Business Management/Strategy Consulting & Business Transformation/Data Management & Business Analytics/Management de la RSE & Développement Durable/Management des Ressources Humaines/Stratégie commerciale & retail/Finance d'entreprise & contrôle/Communication Événementielle/Wine & Spirits Business/",Fall,BAC+3,"Dijon, Lyon",13800,2,Both,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"All Masters of Science are available /MS en Management des Entreprises Culturelles et Industries Créatives /MS en Commerce International des Vins & Spiritueux /Marketing & Communication/Audit, Expertise, Conseil/Banque & ingénérie financière/Entrepreneuriat & Management des PME/International Business Management/Strategy Consulting & Business Transformation/Data Management & Business Analytics/Management de la RSE & Développement Durable/Management des Ressources Humaines/Stratégie commerciale & retail/Finance d'entreprise & contrôle/Communication Événementielle/Wine & Spirits Business/",Spring,BAC+3,Lyon,13800,2,French,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Corporate Finance & Investment Banking,,Fall,BAC+4,Dijon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc International Business Development ,,Fall,BAC+4,Dijon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Sustainable Strategy Management and Environmental Change,,Fall,BAC+4,Lyon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Luxury Management & Innovation,,Fall,BAC+4,Dijon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Data Science & Organisational Behaviour ,,Fall,BAC+4,Dijon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Artificial Intelligence & Digital Strategy Management,MSc Artificial Intelligence & Digital Strategy Management,Fall,BAC+4,Lyon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Arts & Cultural Management,,Fall,BAC+4,Dijon,16500,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MSc Wine Management ,,Fall,BAC+4,Dijon,18000,1,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,MBA Wine & Spirits Business,,Fall,BAC+4,Dijon,34000,1.5,English,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Mastère  Spécialisé® (MS) Management des Entreprises Culturelles et Industries Créatives,,Fall,BAC+5,Paris,16000,1,French,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Mastère  Spécialisé® (MS) en Commerce International des Vins & Spiritueux,,Fall,BAC+5,Paris,13000,1,French,,,,,,,,,,,
,Burgundy School of Business,Business School  📈,Grande Ecole 👑,Mastère  Spécialisé® (MS) en Commerce International des Vins & Spiritueux,,Fall,BAC+5,Dijon,15500,1,French,,,,,,,,,,,
No student in France,CEFAM - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in Liberal Arts (International Relations) ,,Fall,BAC,Lyon,10500,3,English,,,,,,,,,,,
No student in France,CEFAM - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in Business Administration,Marketing/Finance/,"Fall, Spring",BAC,Lyon,10500,4,English,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,BTS Gestionnaire en maintenance et support informatique ,,Fall,BAC,"Aix-en-Provence, Angoulême, Arras, Bordeaux, Brest, Dijon, Grenoble, La Rochelle, Lyon, Montpellier, Nancy, Nice, Orléans, Pau, Reims, Rouen, Saint-Nazaire, Strasbourg, Toulouse",0,2,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,BTS Responsable de chantier – bâtiment et travaux publics ,,Fall,BAC,"Aix-en-Provence, Angoulême, Arras, Bordeaux, Brest, Caen, La Rochelle, Lyon, Nancy, Nantes, Paris, Pau, Reims, Rouen, Strasbourg, Toulouse",0,2,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,"Bachelor systèmes, réseaux et cybersécurité",,Fall,BAC,"Arras, Caen, Lille, Nancy, Rouen",9000,3,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor développement informatique,,Fall,BAC,"Arras, Bordeaux, Brest, Caen, Dijon, Grenoble, La Rochelle, Lyon, Montpellier, Nancy, Nantes, Nice, Paris, Pau, Reims, Rouen, Strasbourg",9000,3,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor management des systèmes QSE,,Fall,BAC,"Caen, Rouen",9000,3,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor ressources humaines,,Fall,BAC,"Aix-en-Provence, Arras, Bordeaux, Brest, Dijon, Lille, Montpellier, Nancy, Reims, Rouen, Strasbourg, Toulouse",9000,3,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor chargé·e d’affaires industrie (3ème année en alternance),,Fall,BAC+2,"Arras, Orléans",0,1,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor Intelligence Artificielle (IA) dans le domaine de la santé,,Fall,BAC,Dijon,9000,3,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Bachelor passerelle ingénieur·e – transition numérique,,Fall,BAC,"Aix-en-Provence, Lyon, Nancy, Paris",9000,3,French,,,,,,,,,,,
CLOSED,CESI Paris Engineering School,Engineering 🛠,Grande Ecole 👑,Programme Grande École Ingénieur,"Generalist Engineer - Industry & Services /Ingénieur·e généraliste - industrie & services/Ingénieur·e généraliste - industrie & services/Generalist Engineer - civil Engineering /Ingénieur·e généraliste - génie civil/Computer Science Engineer - Data Science and Artificial Intelligence/Ingénieur·e en sciences du numérique - data science et intelligence artificielle /Computer Science Engineer - Embedded Systems/Ingénieur·e en sciences du numérique - systèmes embarqués & IoT cursus /Ingénieur·e en sciences du numérique - systèmes embarqués & IoT  /Computer Science Engineer - networks, systems, and cybersecurity/Ingénieur·e en sciences du numérique - réseaux systèmes et cybersécurité /Generalist Engineer - Industry & Services /Ingénieur·e généraliste - industrie & services/Ingénieur·e généraliste - industrie & services/Generalist Engineer - civil Engineering /Ingénieur·e généraliste - génie civil/Computer Science Engineer - Data Science and Artificial Intelligence/Ingénieur·e en sciences du numérique - data science et intelligence artificielle /Ingénieur·e informatique /Computer Science Engineer - Embedded Systems/Ingénieur·e en sciences du numérique - systèmes embarqués & IoT  /Ingénieur·e en sciences du numérique - systèmes embarqués & IoT  /Computer Science Engineer - networks, systems, and cybersecurity/Computer Science Engineer - networks, systems, and cybersecurity/Ingénieur·e en sciences du numérique - réseaux systèmes et cybersécurité /Ingénieur·e informatique /",Fall,BAC,"Brest, Dijon, Toulouse",8500,5,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,BTS Audiovisuel ,Montage/Son/Image/ Gestion de production/Montage/Son/Image/Gestion de production/,Fall,BAC,Paris,8990,2,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Monteur Réalisateur,,Fall,BAC+2,Paris,0,1,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Monteur-Truquiste,,Fall,BAC+2,Paris,0,1,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Directeur de Production ,,Fall,BAC+2,Paris,0,1,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Design Graphique,,Fall,BAC,Paris,7600,3,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Motion Design,,Fall,BAC+2,Paris,0,1,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CIFACOM - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Direction Artistique,,Fall,BAC+3,Paris,0,2,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CLCF - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Cinéma,Assistant Réalisateur/Montage/Production/Scripte/Écriture scénaristique/,Fall,BAC,Paris,8750,4,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CLCF - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Monteur,,Fall,BAC,Paris,8750,3,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CLCF - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Scripte,,Fall,BAC,Paris,8750,3,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CLCF - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation directeur de production,,Fall,BAC,Paris,8750,3,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CLCF - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Scénariste,,Fall,BAC,Paris,8750,3,French,,,,,,,,,,,
Verify with Nico before applying/Deadline is August 25th,CLCF - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Assistant Réalisateur,,Fall,BAC,Paris,8750,3,French,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,Bachelor in International Management,Global Marketing/International Business/International Finance /Sport Business/Conseiller-ère Clientèle Bancaire et Assurance/Business Developer/Assistant(e) Gestion Ressources Humaines/,Fall,BAC,Clermont-Ferrand,7900,3,Both,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,Bachelor in Digital Marketing & E-Commerce Management ,Digital Communication Assistant/ E-Commerce Manager/Retail Manager/Sport Business Developer/,Fall,BAC,Clermont-Ferrand,7900,3,French,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,Bachelor in Digital Marketing & E-Commerce Management ,E-commerce manager/Digital marketing ,Fall,BAC+3,Clermont-Ferrand,7900,1,English,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,All Masters of Science are available/Business Intelligence/Digital Marketing & Communication (Both)/Financial Engineering & Innovation in Finance/Purchasing & Supply Chain Management/Design de la Redirection Ecologique/E-Business Development/Ingénierie financière & finance durable/Développement RH & accompagnement des mobilités/Management des Organisations Responsables/Contrôle de Gestion/Retail Management et Marketing Produit/Digital Design Manager/Marketing et Data Marketing/Sport Business (Fr)/Culture Startup et Entrepreneuriat/Mobility: Business Models and Vehicles for the Future/Management des Etablissements Sanitaires et Sociaux/Financial Engineering & Innovation in Finance (Both)/,Fall,BAC+3,Clermont-Ferrand,11900,2,Both,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,MSc Corporate Finance & Fintech,,Fall,BAC+4,Clermont-Ferrand,12950,1.5,English,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,MSc International Commerce & Digital Marketing,,"Fall, Spring",BAC+4,Clermont-Ferrand,12950,1.5,English,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,MSc Project Management,,Fall,BAC+4,Clermont-Ferrand,12950,1.5,English,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,MSc Procurement & Supply Chain Management,,Fall,BAC+4,Clermont-Ferrand,12950,1.5,English,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,Mastère spécialisé® (MS) Gestion des Ressources Humaines et Innovation Managériale,,Fall,BAC+5,Clermont-Ferrand,9200,1,French,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,MSc in Digital Marketing & Artificial Intelligence,,Fall,BAC+4,Clermont-Ferrand,12950,1.5,English,,,,,,,,,,,
,Clermont School of Business,Business School  📈,Grande Ecole 👑,MSc Business Intelligence & Analytics,,Fall,BAC+4,Clermont-Ferrand,12950,1.5,English,,,,,,,,,,,
Deadline is August 25th,Cours Florent - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Acting in English,,Fall,BAC,Paris,8500,3,English,,,,,,,,,,,
,CREAD - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Architecte d’intérieur,,Fall,BAC,"Aix-en-Provence, Bordeaux, Rennes, Toulouse",8380,5,French,,,,,,,,,,,
,CREAD - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Architecte d’intérieur,,Fall,BAC,"Lille, Lyon",8480,5,French,,,,,,,,,,,
,CREAD - EDH Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Architecte d’intérieur,,Fall,BAC,"Montpellier, Nantes",7900,5,French,,,,,,,,,,,
CLOSED ,CY Tech,DO NOT SEND APPLICATIONS,Grande Ecole 👑,Cycle pré-ingénieur intégré,Mathématiques et informatique - économie-finance/Mathématiques et informatique - sciences physique/Mathématiques et informatique - génie civil/Mathématiques et informatique - mécanique/Biotechnologie et chimie/,Fall,BAC,"Paris, Pau",6000,2,French,,,,,,,,,,,
